,Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY,Zip Code,property_type,property_type_num,location,city,state,neighborhood,neighborhood_num,long,lat,Median_Sale_Price_Bin
282,"San Jose, CA - Anderson East",15-Jul,670000,0.0,8.9,15.0,-11.8,0.0,13.0,-18.8,-31.6,3.0,0.0,-72.7,13.0,-3.0,-8.0,103.7,-0.3,2.6,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
283,"San Jose, CA - Anderson East",15-Aug,685000,2.2,8.7,15.0,0.0,36.4,11.0,-15.4,-15.4,1.0,-66.7,-90.9,21.0,9.0,1.0,102.0,-1.7,0.3,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
284,"San Jose, CA - Anderson East",15-Sep,700000,2.2,14.8,13.0,-13.3,62.5,9.0,-18.2,-10.0,4.0,300.0,-50.0,23.0,2.0,2.0,102.1,0.1,2.2,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
285,"San Jose, CA - Anderson East",15-Oct,680000,-2.9,12.4,11.0,-15.4,83.3,7.0,-22.2,-12.5,3.0,-25.0,-57.1,24.0,1.0,-11.0,101.7,-0.4,2.0,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
286,"San Jose, CA - Anderson East",15-Nov,669000,-1.7,6.1,6.0,-45.5,-40.0,6.0,-14.3,-14.3,1.0,-66.7,-80.0,30.0,6.0,-23.0,101.9,0.2,2.7,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
287,"San Jose, CA - Anderson East",15-Dec,717000,7.3,12.0,6.0,0.0,-45.5,3.0,-50.0,-50.0,1.0,0.0,-66.7,36.0,6.0,1.0,103.1,1.1,3.5,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
288,"San Jose, CA - Anderson East",16-Jan,773000,7.7,20.7,7.0,16.7,-36.4,2.0,-33.3,-71.4,1.0,0.0,-80.0,36.0,1.0,1.0,103.0,-0.1,3.4,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
289,"San Jose, CA - Anderson East",16-Feb,781000,1.1,25.4,4.0,-42.9,-33.3,4.0,100.0,-60.0,1.0,0.0,-85.7,43.0,7.0,11.0,102.1,-0.9,1.7,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
290,"San Jose, CA - Anderson East",16-Mar,736000,-5.8,10.7,4.0,0.0,-33.3,11.0,175.0,-31.3,6.0,500.0,-33.3,42.0,-1.0,27.0,101.5,-0.6,-2.0,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
291,"San Jose, CA - Anderson East",16-Apr,721000,-2.1,6.5,6.0,50.0,-40.0,12.0,9.1,-36.8,4.0,-33.3,-50.0,25.0,-17.0,10.0,104.7,3.2,0.6,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
292,"San Jose, CA - Anderson East",16-May,738000,2.4,9.5,8.0,33.3,-55.6,10.0,-16.7,-41.2,2.0,-50.0,-66.7,25.0,0.0,10.0,104.8,0.1,0.1,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
293,"San Jose, CA - Anderson East",16-Jun,726000,-1.6,8.4,9.0,12.5,-47.1,7.0,-30.0,-56.3,6.0,200.0,100.0,25.0,0.0,10.0,104.4,-0.4,0.5,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
294,"San Jose, CA - Anderson East",16-Jul,720000,-0.8,7.5,7.0,-22.2,-53.3,9.0,28.6,-30.8,5.0,-16.7,66.7,25.0,0.0,13.0,102.5,-1.9,-1.1,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
295,"San Jose, CA - Anderson East",16-Aug,700000,-2.8,2.2,7.0,0.0,-53.3,12.0,33.3,9.1,3.0,-40.0,200.0,25.0,0.0,4.0,101.9,-0.6,0.0,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
296,"San Jose, CA - Anderson East",16-Sep,720000,2.9,2.9,9.0,28.6,-30.8,11.0,-8.3,22.2,7.0,133.3,75.0,25.0,0.0,2.0,102.4,0.5,0.3,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
297,"San Jose, CA - Anderson East",16-Oct,747000,3.8,9.9,9.0,0.0,-18.2,8.0,-27.3,14.3,5.0,-28.6,66.7,24.0,-1.0,0.0,103.4,0.9,1.7,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
298,"San Jose, CA - Anderson East",16-Nov,783000,4.8,17.1,12.0,33.3,100.0,7.0,-12.5,16.7,1.0,-80.0,0.0,43.0,19.0,14.0,101.7,-1.7,-0.3,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
299,"San Jose, CA - Anderson East",16-Dec,785000,0.3,9.5,9.0,-25.0,50.0,4.0,-42.9,33.3,2.0,100.0,100.0,44.0,1.0,9.0,101.0,-0.7,-2.1,95123.0,condo,0,"['San Jose', ' CA - Anderson East']",san jose,ca,anderson,3,-121.8277925,37.2374847,3
300,"San Jose, CA - Atlanta Bird",12-Jan,487000,0.4,21.8,11.0,22.2,37.5,13.0,85.7,18.2,8.0,33.3,-42.9,40.0,-31.0,-16.0,98.0,0.4,-2.3,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
301,"San Jose, CA - Atlanta Bird",12-Feb,477000,-2.0,2.1,12.0,9.1,50.0,11.0,-15.4,0.0,6.0,-25.0,-53.8,47.0,7.0,-19.0,94.8,-3.2,-2.8,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
302,"San Jose, CA - Atlanta Bird",12-Mar,470000,-1.6,40.1,9.0,-25.0,80.0,13.0,18.2,30.0,4.0,-33.3,-66.7,16.0,-31.0,-50.0,96.4,1.6,2.2,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
303,"San Jose, CA - Atlanta Bird",12-Apr,440000,-6.3,44.3,11.0,22.2,120.0,12.0,-7.7,20.0,5.0,25.0,-64.3,15.0,-1.0,-51.0,95.7,-0.8,0.5,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,1
304,"San Jose, CA - Atlanta Bird",12-May,522000,18.6,71.1,10.0,-9.1,11.1,12.0,0.0,9.1,2.0,-60.0,-87.5,17.0,2.0,-65.0,99.6,4.0,6.4,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
305,"San Jose, CA - Atlanta Bird",12-Jun,465000,-10.9,19.2,15.0,50.0,87.5,10.0,-16.7,-16.7,2.0,0.0,-87.5,19.0,2.0,-66.0,99.0,-0.6,5.0,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
306,"San Jose, CA - Atlanta Bird",12-Jul,449000,-3.5,9.5,12.0,-20.0,33.3,10.0,0.0,0.0,4.0,100.0,-71.4,19.0,0.0,-63.0,100.7,1.7,6.3,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,1
307,"San Jose, CA - Atlanta Bird",12-Aug,440000,-1.9,7.3,15.0,25.0,200.0,10.0,0.0,25.0,1.0,-75.0,-90.9,19.0,0.0,-36.0,98.3,-2.4,3.7,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,1
308,"San Jose, CA - Atlanta Bird",12-Sep,380000,-13.6,-24.8,10.0,-33.3,0.0,15.0,50.0,50.0,5.0,400.0,-50.0,13.0,-6.0,-39.0,98.5,0.2,2.2,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,1
309,"San Jose, CA - Atlanta Bird",12-Oct,440000,15.8,-12.0,10.0,0.0,11.1,12.0,-20.0,100.0,3.0,-40.0,-62.5,16.0,3.0,-38.0,98.2,-0.3,1.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,1
310,"San Jose, CA - Atlanta Bird",12-Nov,430000,-2.3,-14.0,7.0,-30.0,-22.2,12.0,0.0,50.0,3.0,0.0,-57.1,10.0,-6.0,-43.0,102.8,4.6,4.5,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,1
311,"San Jose, CA - Atlanta Bird",12-Dec,483000,12.2,-0.5,8.0,14.3,-11.1,4.0,-66.7,-42.9,2.0,-33.3,-66.7,11.0,1.0,-60.0,101.1,-1.7,3.5,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
312,"San Jose, CA - Atlanta Bird",13-Jan,441000,-8.7,-9.5,8.0,0.0,-27.3,6.0,50.0,-53.8,2.0,0.0,-75.0,12.0,1.0,-28.0,96.2,-4.9,-1.8,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,1
313,"San Jose, CA - Atlanta Bird",13-Feb,483000,9.5,1.1,8.0,0.0,-33.3,8.0,33.3,-27.3,4.0,100.0,-33.3,14.0,2.0,-33.0,98.1,1.9,3.3,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
314,"San Jose, CA - Atlanta Bird",13-Mar,576000,19.3,22.6,8.0,0.0,-11.1,10.0,25.0,-23.1,3.0,-25.0,-25.0,15.0,1.0,-2.0,98.3,0.2,1.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
315,"San Jose, CA - Atlanta Bird",13-Apr,639000,11.0,45.2,9.0,12.5,-18.2,10.0,0.0,-16.7,5.0,66.7,0.0,15.0,0.0,-1.0,104.5,6.2,8.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
316,"San Jose, CA - Atlanta Bird",13-May,609000,-4.7,16.7,8.0,-11.1,-20.0,6.0,-40.0,-50.0,2.0,-60.0,0.0,15.0,1.0,-2.0,105.9,1.4,6.3,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
317,"San Jose, CA - Atlanta Bird",13-Jun,627000,3.0,34.9,6.0,-25.0,-60.0,6.0,0.0,-40.0,2.0,0.0,0.0,22.0,7.0,3.0,104.3,-1.6,5.3,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
318,"San Jose, CA - Atlanta Bird",13-Jul,579000,-7.7,29.0,5.0,-16.7,-58.3,9.0,50.0,-10.0,6.0,200.0,50.0,13.0,-9.0,-6.0,102.6,-1.7,1.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
319,"San Jose, CA - Atlanta Bird",13-Aug,600000,3.6,36.4,7.0,40.0,-53.3,9.0,0.0,-10.0,4.0,-33.3,300.0,41.0,28.0,22.0,98.4,-4.3,0.1,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
320,"San Jose, CA - Atlanta Bird",13-Sep,614000,2.3,61.6,6.0,-14.3,-40.0,8.0,-11.1,-46.7,1.0,-75.0,-80.0,35.0,-6.0,22.0,103.4,5.0,4.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
321,"San Jose, CA - Atlanta Bird",13-Oct,690000,12.4,56.8,7.0,16.7,-30.0,3.0,-62.5,-75.0,1.0,0.0,-66.7,41.0,6.0,26.0,102.2,-1.2,4.0,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
323,"San Jose, CA - Atlanta Bird",13-Dec,700000,-23.9,45.1,5.0,25.0,-37.5,7.0,0.0,75.0,3.0,-25.0,50.0,14.0,-27.0,3.0,102.7,-0.1,1.6,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
324,"San Jose, CA - Atlanta Bird",14-Jan,688000,-1.8,56.1,4.0,-20.0,-50.0,8.0,14.3,33.3,3.0,0.0,50.0,13.0,-2.0,1.0,100.6,-2.1,4.4,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
325,"San Jose, CA - Atlanta Bird",14-Feb,675000,-1.8,39.9,7.0,75.0,-12.5,4.0,-50.0,-50.0,3.0,0.0,-25.0,13.0,1.0,-1.0,103.7,3.1,5.6,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
326,"San Jose, CA - Atlanta Bird",14-Mar,605000,-10.4,5.1,5.0,-28.6,-37.5,5.0,25.0,-50.0,3.0,0.0,0.0,19.0,6.0,5.0,102.6,-1.0,4.3,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
327,"San Jose, CA - Atlanta Bird",14-Apr,668000,10.3,4.5,4.0,-20.0,-55.6,4.0,-20.0,-60.0,3.0,0.0,-40.0,19.0,0.0,5.0,107.0,4.3,2.5,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
328,"San Jose, CA - Atlanta Bird",14-May,730000,9.4,19.9,3.0,-25.0,-62.5,5.0,25.0,-16.7,3.0,0.0,50.0,61.0,42.0,46.0,105.2,-1.8,-0.7,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
329,"San Jose, CA - Atlanta Bird",14-Jun,680000,-6.8,8.4,5.0,66.7,-16.7,8.0,60.0,33.3,4.0,33.3,100.0,34.0,-27.0,12.0,103.1,-2.1,-1.2,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
330,"San Jose, CA - Atlanta Bird",14-Jul,680000,0.0,17.4,7.0,40.0,40.0,10.0,25.0,11.1,5.0,25.0,-16.7,16.0,-18.0,3.0,101.1,-2.0,-1.5,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
331,"San Jose, CA - Atlanta Bird",14-Aug,695000,2.2,15.8,8.0,14.3,14.3,11.0,10.0,22.2,6.0,20.0,50.0,16.0,-1.0,-26.0,100.0,-1.1,1.6,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
332,"San Jose, CA - Atlanta Bird",14-Sep,738000,6.1,20.1,6.0,-25.0,0.0,10.0,-9.1,25.0,7.0,16.7,600.0,16.0,0.0,-20.0,100.0,0.0,-3.4,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
333,"San Jose, CA - Atlanta Bird",14-Oct,696000,-5.6,0.9,6.0,0.0,-14.3,7.0,-30.0,133.3,2.0,-71.4,100.0,26.0,10.0,-16.0,101.1,1.1,-1.1,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
334,"San Jose, CA - Atlanta Bird",14-Nov,682000,-2.0,-25.9,5.0,-16.7,25.0,8.0,14.3,14.3,3.0,50.0,-25.0,49.0,24.0,8.0,99.7,-1.4,-3.0,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
335,"San Jose, CA - Atlanta Bird",14-Dec,704000,3.2,0.5,6.0,20.0,20.0,4.0,-50.0,-42.9,1.0,-66.7,-66.7,37.0,-12.0,23.0,99.4,-0.3,-3.2,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
337,"San Jose, CA - Atlanta Bird",15-Feb,730000,-30.3,8.1,4.0,0.0,-42.9,4.0,-33.3,0.0,1.0,-50.0,-66.7,16.0,-16.0,3.0,101.4,3.8,-2.3,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
338,"San Jose, CA - Atlanta Bird",15-Mar,620000,-15.1,2.5,5.0,25.0,0.0,7.0,75.0,40.0,2.0,100.0,-33.3,7.0,-9.0,-12.0,101.2,-0.2,-1.4,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
339,"San Jose, CA - Atlanta Bird",15-Apr,613000,-1.2,-8.2,6.0,20.0,50.0,10.0,42.9,150.0,5.0,150.0,66.7,8.0,1.0,-12.0,106.8,5.6,-0.2,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,2
340,"San Jose, CA - Atlanta Bird",15-May,685000,11.8,-6.2,9.0,50.0,200.0,12.0,20.0,140.0,3.0,-40.0,0.0,12.0,5.0,-49.0,106.6,-0.2,1.4,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
341,"San Jose, CA - Atlanta Bird",15-Jun,752000,9.8,10.6,9.0,0.0,80.0,12.0,0.0,50.0,3.0,0.0,-25.0,12.0,0.0,-22.0,106.6,0.0,3.5,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
342,"San Jose, CA - Atlanta Bird",15-Jul,752000,0.0,10.6,11.0,22.2,57.1,9.0,-25.0,-10.0,3.0,0.0,-40.0,14.0,2.0,-2.0,102.3,-4.3,1.2,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
343,"San Jose, CA - Atlanta Bird",15-Aug,735000,-2.3,5.8,9.0,-18.2,12.5,7.0,-22.2,-36.4,3.0,0.0,-50.0,32.0,18.0,17.0,98.9,-3.4,-1.1,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
344,"San Jose, CA - Atlanta Bird",15-Sep,663000,-9.8,-10.1,8.0,-11.1,33.3,7.0,0.0,-30.0,4.0,33.3,-42.9,34.0,2.0,19.0,98.2,-0.7,-1.8,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
345,"San Jose, CA - Atlanta Bird",15-Oct,633000,-4.5,-9.1,6.0,-25.0,0.0,6.0,-14.3,-14.3,3.0,-25.0,50.0,46.0,12.0,21.0,98.2,0.0,-2.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
346,"San Jose, CA - Atlanta Bird",15-Nov,750000,18.5,10.0,5.0,-16.7,0.0,6.0,0.0,-25.0,2.0,-33.3,-33.3,55.0,9.0,6.0,101.8,3.6,2.1,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
347,"San Jose, CA - Atlanta Bird",15-Dec,750000,0.0,6.6,5.0,0.0,-16.7,3.0,-50.0,-25.0,1.0,-50.0,0.0,55.0,0.0,18.0,103.2,1.4,3.7,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
348,"San Jose, CA - Atlanta Bird",16-Jan,774000,3.2,-26.1,4.0,-20.0,0.0,3.0,0.0,-50.0,3.0,200.0,50.0,35.0,-21.0,3.0,104.6,1.5,7.1,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
349,"San Jose, CA - Atlanta Bird",16-Feb,805000,4.0,10.3,3.0,-25.0,-25.0,5.0,66.7,25.0,4.0,33.3,300.0,15.0,-20.0,-1.0,103.5,-1.1,2.1,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,4
350,"San Jose, CA - Atlanta Bird",16-Mar,705000,-12.4,13.7,3.0,0.0,-40.0,10.0,100.0,42.9,6.0,50.0,200.0,15.0,0.0,8.0,106.1,2.6,4.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
355,"San Jose, CA - Atlanta Bird",16-Aug,790000,-9.0,7.5,3.0,-66.7,-66.7,12.0,33.3,71.4,9.0,0.0,200.0,22.0,-2.0,-10.0,101.8,-0.6,2.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
356,"San Jose, CA - Atlanta Bird",16-Sep,790000,0.0,19.2,6.0,100.0,-25.0,8.0,-33.3,14.3,6.0,-33.3,50.0,43.0,21.0,9.0,102.8,1.1,4.7,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
357,"San Jose, CA - Atlanta Bird",16-Oct,790000,0.0,24.8,8.0,33.3,33.3,9.0,12.5,50.0,8.0,33.3,166.7,61.0,18.0,15.0,101.1,-1.7,2.9,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
358,"San Jose, CA - Atlanta Bird",16-Nov,775000,-1.9,3.3,8.0,0.0,60.0,6.0,-33.3,0.0,7.0,-12.5,250.0,62.0,2.0,7.0,99.2,-1.9,-2.6,95125.0,condo,0,"['San Jose', ' CA - Atlanta Bird']",san jose,ca,atlanta,4,-121.8904136,37.2909813,3
364,"San Jose, CA - Barbera-Stokes",12-May,380000,24.6,74.7,11.0,22.2,83.3,17.0,41.7,0.0,4.0,33.3,-77.8,8.0,-1.0,-50.0,104.4,3.2,3.4,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
365,"San Jose, CA - Barbera-Stokes",12-Jun,399000,5.0,43.7,15.0,36.4,150.0,15.0,-11.8,0.0,1.0,-75.0,-94.7,8.0,0.0,-9.0,105.5,1.1,2.3,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
366,"San Jose, CA - Barbera-Stokes",12-Jul,404000,1.3,17.1,14.0,-6.7,27.3,13.0,-13.3,18.2,1.0,0.0,-91.7,7.0,-2.0,-35.0,107.3,1.8,5.9,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
367,"San Jose, CA - Barbera-Stokes",12-Aug,390000,-3.5,20.9,13.0,-7.1,8.3,8.0,-38.5,33.3,1.0,0.0,-91.7,7.0,1.0,-30.0,106.5,-0.7,7.4,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
368,"San Jose, CA - Barbera-Stokes",12-Sep,350000,-10.3,16.7,11.0,-15.4,-15.4,7.0,-12.5,40.0,1.0,0.0,-91.7,6.0,-1.0,-36.0,104.3,-2.2,5.2,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
369,"San Jose, CA - Barbera-Stokes",12-Oct,365000,4.3,30.4,11.0,0.0,10.0,7.0,0.0,75.0,2.0,0.0,-60.0,12.0,6.0,-29.0,102.1,-2.2,3.5,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
370,"San Jose, CA - Barbera-Stokes",12-Nov,387000,6.0,29.0,8.0,-27.3,-27.3,7.0,0.0,40.0,4.0,100.0,0.0,10.0,-3.0,-111.0,102.2,0.1,3.6,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
371,"San Jose, CA - Barbera-Stokes",12-Dec,426000,9.9,37.3,7.0,-12.5,-30.0,7.0,0.0,133.3,4.0,100.0,0.0,10.0,1.0,-112.0,102.7,0.5,4.0,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
372,"San Jose, CA - Barbera-Stokes",13-Jan,440000,3.4,37.5,5.0,-28.6,-44.4,9.0,28.6,125.0,2.0,100.0,0.0,10.0,0.0,-114.0,104.4,1.7,5.9,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
373,"San Jose, CA - Barbera-Stokes",13-Feb,419000,-4.8,30.9,9.0,80.0,28.6,10.0,11.1,42.9,3.0,50.0,50.0,10.0,0.0,-35.0,108.2,3.8,11.2,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
374,"San Jose, CA - Barbera-Stokes",13-Mar,431000,2.7,42.5,8.0,-11.1,14.3,9.0,-10.0,-18.2,2.0,-33.3,100.0,8.0,-3.0,-13.0,112.0,3.8,12.9,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,1
375,"San Jose, CA - Barbera-Stokes",13-Apr,460000,6.9,50.8,9.0,12.5,0.0,8.0,-11.1,-33.3,4.0,100.0,33.3,7.0,-1.0,-2.0,110.7,-1.3,9.5,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,2
376,"San Jose, CA - Barbera-Stokes",13-May,480000,4.3,26.3,7.0,-22.2,-36.4,9.0,12.5,-47.1,7.0,75.0,75.0,8.0,1.0,-1.0,107.7,-3.0,3.3,95126.0,condo,0,"['San Jose', ' CA - Barbera-Stokes']",san jose,ca,barbera-stokes,5,-121.9160211,37.3290122,2
