Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Hidden Glen North",Jun-12,$275K,0.00%,,1,0.00%,,,,,,,,48,0,,92.30%,0.00%,
"San Jose, CA - Hidden Glen North",Jan-15,$495K,,,1,,,,,,,,,140,,,99.20%,,
"San Jose, CA - Hidden Glen North",Feb-15,$495K,0.00%,,1,0.00%,,,,,,,,140,0,,99.20%,0.00%,
"San Jose, CA - Hidden Glen North",Mar-15,$495K,0.00%,,1,0.00%,,,,,,,,140,0,,99.20%,0.00%,
"San Jose, CA - Hidden Glen North",Aug-15,$494K,,,1,,,1,,,,,,43,,,99.30%,,
"San Jose, CA - Hidden Glen North",Sep-15,$494K,0.00%,,1,0.00%,,,,,,,,43,0,,99.30%,0.00%,
"San Jose, CA - Hidden Glen North",Oct-15,$494K,0.00%,,1,0.00%,,,,,,,,43,0,,99.30%,0.00%,
"San Jose, CA - Holy Oaks",Jan-12,$247K,,,1,,,,,,,,,18,,,103.30%,,
"San Jose, CA - Holy Oaks",Feb-12,$247K,0.00%,,1,0.00%,,,,,,,,18,0,,103.30%,0.00%,
"San Jose, CA - Holy Oaks",Mar-12,$247K,0.00%,,1,0.00%,,1,,,,,,18,0,,103.30%,0.00%,
"San Jose, CA - Holy Oaks",May-12,$220K,,,1,,,1,,,,,,5,,,100.00%,,
"San Jose, CA - Holy Oaks",Jun-12,$220K,0.00%,,1,0.00%,,,,,,,,5,0,,100.00%,0.00%,
"San Jose, CA - Holy Oaks",Jul-12,$230K,4.50%,,2,100.00%,,1,,,1,,,99,94,,98.80%,-1.20%,
"San Jose, CA - Holy Oaks",Aug-12,$258K,12.00%,,2,0.00%,,1,0.00%,,,,,105,6,,103.90%,5.10%,
"San Jose, CA - Holy Oaks",Sep-12,$258K,0.00%,,2,0.00%,,2,100.00%,,1,,,105,0,,103.90%,0.00%,
"San Jose, CA - Holy Oaks",Oct-12,$275K,6.80%,,1,-50.00%,,1,-50.00%,,,,,16,-89,,110.20%,6.30%,
"San Jose, CA - Holy Oaks",Jan-13,$275K,,11.30%,1,,0.00%,1,,,,,,3,,-15,100.00%,,-3.30%
"San Jose, CA - Holy Oaks",Feb-13,$275K,0.00%,11.30%,1,0.00%,0.00%,1,0.00%,,1,,,3,0,-15,100.00%,0.00%,-3.30%
"San Jose, CA - Holy Oaks",Mar-13,$275K,0.00%,11.30%,1,0.00%,0.00%,1,0.00%,0.00%,,,,3,0,-15,100.00%,0.00%,-3.30%
"San Jose, CA - Holy Oaks",Apr-13,$410K,49.10%,,1,0.00%,,1,0.00%,,,,,23,20,,107.90%,7.90%,
"San Jose, CA - Holy Oaks",May-13,$410K,0.00%,86.40%,1,0.00%,0.00%,,,,,,,23,0,18,107.90%,0.00%,7.90%
"San Jose, CA - Holy Oaks",Jun-13,$410K,0.00%,86.40%,1,0.00%,0.00%,1,,,1,,,23,0,18,107.90%,0.00%,7.90%
"San Jose, CA - Holy Oaks",Mar-14,$315K,,14.50%,1,,0.00%,1,,0.00%,,,,8,,5,112.50%,,12.50%
"San Jose, CA - Holy Oaks",Apr-14,$295K,-6.30%,-28.00%,2,100.00%,100.00%,1,0.00%,0.00%,,,,8,0,-15,106.30%,-6.30%,-1.70%
"San Jose, CA - Holy Oaks",May-14,$295K,0.00%,-28.00%,2,0.00%,100.00%,1,0.00%,,1,,,8,0,-15,106.30%,0.00%,-1.70%
"San Jose, CA - Holy Oaks",Jun-14,$275K,-6.80%,-32.90%,1,-50.00%,0.00%,2,100.00%,100.00%,2,100.00%,100.00%,8,0,-15,100.00%,-6.30%,-7.90%
"San Jose, CA - Holy Oaks",Aug-14,$378K,,,1,,,2,,,,,,7,,,108.30%,,
"San Jose, CA - Holy Oaks",Sep-14,$370K,-2.10%,,2,100.00%,,3,50.00%,,2,,,39,32,,104.70%,-3.60%,
"San Jose, CA - Holy Oaks",Oct-14,$370K,0.00%,,2,0.00%,,2,-33.30%,,1,-50.00%,,39,0,,104.70%,0.00%,
"San Jose, CA - Holy Oaks",Nov-14,$366K,-1.10%,,2,0.00%,,2,0.00%,,,,,45,6,,101.20%,-3.50%,
"San Jose, CA - Holy Oaks",Dec-14,$370K,1.10%,,1,-50.00%,,,,,,,,18,-27,,101.40%,0.10%,
"San Jose, CA - Holy Oaks",Jan-15,$370K,0.00%,,1,0.00%,,,,,,,,18,0,,101.40%,0.00%,
"San Jose, CA - Joaquin Miller",Jan-12,$770K,-2.70%,-6.10%,1,-50.00%,0.00%,1,0.00%,-66.70%,1,,-66.70%,24,-53,-18,99.60%,0.80%,1.40%
"San Jose, CA - Joaquin Miller",Feb-12,$770K,0.00%,,1,0.00%,,3,200.00%,,1,0.00%,,24,0,,99.60%,0.00%,
"San Jose, CA - Joaquin Miller",Mar-12,$704K,-8.60%,0.10%,2,100.00%,100.00%,5,66.70%,25.00%,3,200.00%,200.00%,10,-15,-5,104.60%,5.00%,3.90%
"San Jose, CA - Joaquin Miller",Apr-12,$704K,0.00%,-6.80%,2,0.00%,-50.00%,5,0.00%,0.00%,1,-66.70%,-50.00%,10,0,-3,104.60%,0.00%,3.20%
"San Jose, CA - Joaquin Miller",May-12,$688K,-2.30%,-8.90%,3,50.00%,-50.00%,5,0.00%,-37.50%,1,0.00%,-50.00%,10,1,-2,105.50%,0.90%,3.10%
"San Jose, CA - Joaquin Miller",Jun-12,$780K,13.40%,-2.10%,3,0.00%,-66.70%,4,-20.00%,-55.60%,1,0.00%,-66.70%,10,0,-1,106.00%,0.50%,3.80%
"San Jose, CA - Joaquin Miller",Jul-12,$729K,-6.50%,-9.40%,6,100.00%,-14.30%,4,0.00%,-42.90%,2,100.00%,0.00%,11,1,-1,105.00%,-1.00%,2.50%
"San Jose, CA - Joaquin Miller",Aug-12,$783K,7.40%,-2.60%,6,0.00%,-33.30%,2,-50.00%,-60.00%,1,-50.00%,0.00%,13,2,-2,104.40%,-0.60%,3.20%
"San Jose, CA - Joaquin Miller",Sep-12,$732K,-6.50%,-4.20%,4,-33.30%,-33.30%,4,100.00%,100.00%,1,0.00%,,15,2,-1,103.90%,-0.50%,2.30%
"San Jose, CA - Joaquin Miller",Oct-12,$858K,17.10%,12.20%,4,0.00%,-33.30%,5,25.00%,150.00%,,,,12,-3,-11,103.60%,-0.30%,2.70%
"San Jose, CA - Joaquin Miller",Nov-12,$783K,-8.70%,2.00%,6,50.00%,200.00%,5,0.00%,400.00%,,,,11,-2,-58,103.20%,-0.40%,1.70%
"San Jose, CA - Joaquin Miller",Dec-12,$800K,2.20%,1.10%,7,16.70%,250.00%,3,-40.00%,200.00%,,,,11,0,-66,102.80%,-0.40%,4.00%
"San Jose, CA - Joaquin Miller",Jan-13,$783K,-2.20%,1.60%,4,-42.90%,300.00%,1,-66.70%,0.00%,,,,10,-1,-14,102.30%,-0.50%,2.70%
"San Jose, CA - Joaquin Miller",Feb-13,$856K,9.40%,11.20%,1,-75.00%,0.00%,2,100.00%,-33.30%,,,,,,,100.70%,-1.60%,1.10%
"San Jose, CA - Joaquin Miller",Mar-13,$762K,-11.00%,8.20%,1,0.00%,-50.00%,1,-50.00%,-80.00%,,,,10,,1,109.20%,8.50%,4.60%
"San Jose, CA - Joaquin Miller",Apr-13,$762K,0.00%,8.20%,1,0.00%,-50.00%,2,100.00%,-60.00%,1,,0.00%,10,0,1,109.20%,0.00%,4.60%
"San Jose, CA - Joaquin Miller",May-13,$762K,0.00%,10.80%,1,0.00%,-66.70%,2,0.00%,-60.00%,,,,10,0,0,109.20%,0.00%,3.70%
"San Jose, CA - Joaquin Miller",Jun-13,$897K,17.70%,15.00%,2,100.00%,-33.30%,3,50.00%,-25.00%,,,,10,-1,-1,114.10%,5.00%,8.20%
"San Jose, CA - Joaquin Miller",Jul-13,$941K,4.90%,29.00%,3,50.00%,-50.00%,5,66.70%,25.00%,1,,-50.00%,10,1,-1,113.40%,-0.80%,8.40%
"San Jose, CA - Joaquin Miller",Aug-13,$920K,-2.20%,17.50%,7,133.30%,16.70%,7,40.00%,250.00%,,,,10,0,-3,111.00%,-2.40%,6.60%
"San Jose, CA - Joaquin Miller",Sep-13,$890K,-3.30%,21.50%,8,14.30%,100.00%,6,-14.30%,50.00%,,,,10,-1,-6,110.60%,-0.40%,6.70%
"San Jose, CA - Joaquin Miller",Oct-13,$865K,-2.80%,0.90%,7,-12.50%,75.00%,3,-50.00%,-40.00%,,,,9,-1,-3,110.40%,-0.20%,6.90%
"San Jose, CA - Joaquin Miller",Nov-13,$825K,-4.60%,5.40%,3,-57.10%,-50.00%,,,,,,,9,0,-2,112.10%,1.60%,8.90%
"San Jose, CA - Joaquin Miller",Dec-13,$930K,12.70%,16.30%,1,-66.70%,-85.70%,,,,,,,,,,103.30%,-8.70%,0.50%
"San Jose, CA - Joaquin Miller",Jan-14,$930K,0.00%,18.80%,1,0.00%,-75.00%,,,,,,,,,,103.30%,0.00%,1.00%
"San Jose, CA - Joaquin Miller",Feb-14,$990K,6.50%,15.70%,2,100.00%,100.00%,1,,-50.00%,,,,8,,,107.00%,3.70%,6.30%
"San Jose, CA - Joaquin Miller",Mar-14,$970K,-2.00%,27.30%,2,0.00%,100.00%,3,200.00%,200.00%,1,,,6,-2,-4,111.10%,4.00%,1.90%
"San Jose, CA - Joaquin Miller",Apr-14,$890K,-8.20%,16.80%,3,50.00%,200.00%,4,33.30%,100.00%,,,,8,2,-2,110.90%,-0.10%,1.80%
"San Jose, CA - Joaquin Miller",May-14,$890K,0.00%,16.80%,3,0.00%,200.00%,5,25.00%,150.00%,1,,,9,1,-1,120.40%,9.50%,11.20%
"San Jose, CA - Joaquin Miller",Jun-14,"$1,016K",14.10%,13.20%,4,33.30%,100.00%,3,-40.00%,0.00%,,,,9,-1,-1,117.20%,-3.20%,3.10%
"San Jose, CA - Joaquin Miller",Jul-14,"$1,106K",8.90%,17.60%,3,-25.00%,0.00%,3,0.00%,-40.00%,,,,8,-1,-2,119.40%,2.20%,6.10%
"San Jose, CA - Joaquin Miller",Aug-14,"$1,058K",-4.30%,15.00%,3,0.00%,-57.10%,2,-33.30%,-71.40%,,,,8,0,-2,108.40%,-11.10%,-2.60%
"San Jose, CA - Joaquin Miller",Sep-14,"$1,002K",-5.30%,12.60%,2,-33.30%,-75.00%,2,0.00%,-66.70%,,,,10,2,1,106.10%,-2.30%,-4.50%
"San Jose, CA - Joaquin Miller",Oct-14,"$1,002K",0.00%,15.80%,2,0.00%,-71.40%,2,0.00%,-33.30%,1,,,10,0,1,106.10%,0.00%,-4.40%
"San Jose, CA - Joaquin Miller",Nov-14,"$1,073K",7.10%,30.00%,2,0.00%,-33.30%,1,-50.00%,,,,,11,1,2,113.20%,7.10%,1.10%
"San Jose, CA - Joaquin Miller",Dec-14,"$1,200K",11.90%,29.00%,1,-50.00%,0.00%,1,0.00%,,,,,17,6,,120.20%,7.00%,16.90%
"San Jose, CA - Joaquin Miller",Jan-15,"$1,200K",0.00%,29.00%,1,0.00%,0.00%,,,,,,,17,0,,120.20%,0.00%,16.90%
"San Jose, CA - Joaquin Miller",Mar-15,$985K,,1.50%,1,,-50.00%,1,,-66.70%,,,,9,,3,113.50%,,2.40%
"San Jose, CA - Joaquin Miller",Apr-15,$985K,0.00%,10.70%,1,0.00%,-66.70%,4,300.00%,0.00%,1,,,9,0,1,113.50%,0.00%,2.50%
"San Jose, CA - Joaquin Miller",May-15,"$1,079K",9.50%,21.20%,4,300.00%,33.30%,4,0.00%,-20.00%,1,0.00%,0.00%,8,-2,-2,123.20%,9.70%,2.80%
"San Jose, CA - Joaquin Miller",Jun-15,"$1,080K",0.10%,6.40%,3,-25.00%,-25.00%,6,50.00%,100.00%,,,,7,-1,-2,126.40%,3.20%,9.20%
"San Jose, CA - Joaquin Miller",Jul-15,"$1,195K",10.60%,8.00%,6,100.00%,100.00%,4,-33.30%,33.30%,1,,,7,0,-1,118.90%,-7.50%,-0.50%
"San Jose, CA - Joaquin Miller",Aug-15,"$1,265K",5.90%,19.60%,4,-33.30%,33.30%,5,25.00%,150.00%,2,100.00%,,8,1,0,109.30%,-9.60%,0.90%
"San Jose, CA - Joaquin Miller",Sep-15,"$1,265K",0.00%,26.30%,4,0.00%,100.00%,4,-20.00%,100.00%,1,-50.00%,,8,0,-2,109.30%,0.00%,3.20%
"San Jose, CA - Joaquin Miller",Oct-15,"$1,098K",-13.20%,9.60%,2,-50.00%,0.00%,3,-25.00%,50.00%,1,0.00%,0.00%,37,29,27,100.00%,-9.30%,-6.10%
"San Jose, CA - Joaquin Miller",Nov-15,"$1,235K",12.50%,15.20%,3,50.00%,50.00%,2,-33.30%,100.00%,1,0.00%,,48,11,37,104.50%,4.50%,-8.80%
"San Jose, CA - Joaquin Miller",Dec-15,"$1,242K",0.50%,3.50%,4,33.30%,300.00%,1,-50.00%,0.00%,,,,47,-1,30,106.50%,2.00%,-13.80%
"San Jose, CA - Joaquin Miller",Jan-16,"$1,248K",0.50%,4.00%,3,-25.00%,200.00%,2,100.00%,,1,,,36,-12,19,109.70%,3.20%,-10.60%
"San Jose, CA - Joaquin Miller",Feb-16,"$1,350K",8.20%,,1,-66.70%,,3,50.00%,,2,100.00%,,24,-12,,112.50%,2.80%,
"San Jose, CA - Joaquin Miller",Mar-16,"$1,293K",-4.30%,31.20%,2,100.00%,100.00%,4,33.30%,300.00%,,,,26,2,17,106.70%,-5.80%,-6.80%
"San Jose, CA - Joaquin Miller",Apr-16,"$1,340K",3.70%,36.00%,4,100.00%,300.00%,4,0.00%,0.00%,,,,16,-10,7,105.80%,-0.90%,-7.60%
"San Jose, CA - Joaquin Miller",May-16,"$1,320K",-1.50%,22.30%,5,25.00%,25.00%,4,0.00%,0.00%,,,,16,0,9,103.80%,-2.00%,-19.40%
"San Jose, CA - Joaquin Miller",Jun-16,"$1,150K",-12.90%,6.50%,5,0.00%,66.70%,5,25.00%,-16.70%,,,,10,-6,3,104.70%,0.90%,-21.70%
"San Jose, CA - Joaquin Miller",Jul-16,"$1,005K",-12.60%,-15.90%,5,0.00%,-16.70%,5,0.00%,25.00%,,,,10,0,3,103.90%,-0.80%,-15.00%
"San Jose, CA - Joaquin Miller",Aug-16,"$1,005K",0.00%,-20.60%,5,0.00%,25.00%,4,-20.00%,-20.00%,,,,10,0,2,105.80%,1.90%,-3.50%
"San Jose, CA - Joaquin Miller",Sep-16,"$1,029K",2.30%,-18.70%,4,-20.00%,0.00%,2,-50.00%,-50.00%,,,,10,0,2,105.10%,-0.70%,-4.30%
"San Jose, CA - Joaquin Miller",Oct-16,"$1,017K",-1.10%,-7.30%,2,-50.00%,0.00%,1,-50.00%,-66.70%,,,,9,-1,-28,107.20%,2.10%,7.20%
"San Jose, CA - Joaquin Miller",Nov-16,$982K,-3.40%,-20.50%,1,-50.00%,-66.70%,,,,,,,8,-1,-40,109.10%,2.00%,4.70%
"San Jose, CA - Kenwood",Jan-12,$192K,0.00%,-10.70%,3,0.00%,200.00%,1,0.00%,-66.70%,,,,100,0,14,102.10%,0.00%,-10.50%
"San Jose, CA - Kenwood",Feb-12,$192K,0.00%,-4.00%,3,0.00%,50.00%,1,0.00%,-66.70%,,,,100,0,16,102.10%,0.00%,4.60%
"San Jose, CA - Kenwood",May-12,$175K,,-19.70%,1,,0.00%,2,,-33.30%,1,,-50.00%,12,,-86,100.60%,,5.80%
"San Jose, CA - Kenwood",Jun-12,$188K,7.10%,-1.30%,2,100.00%,-33.30%,3,50.00%,50.00%,,,,14,2,-85,100.70%,0.20%,2.40%
"San Jose, CA - Kenwood",Jul-12,$200K,6.70%,17.60%,3,50.00%,50.00%,1,-66.70%,-83.30%,,,,15,2,-59,101.20%,0.50%,1.20%
"San Jose, CA - Kenwood",Aug-12,$218K,8.70%,14.50%,2,-33.30%,-33.30%,1,0.00%,-75.00%,,,,41,26,-93,101.60%,0.30%,3.00%
"San Jose, CA - Kenwood",Sep-12,$235K,8.00%,1.10%,1,-50.00%,-50.00%,,,,,,,67,26,-10,102.20%,0.70%,5.00%
"San Jose, CA - Kenwood",Dec-12,$180K,,-6.50%,1,,-66.70%,,,,,,,9,,-91,102.60%,,0.50%
"San Jose, CA - Kenwood",Jan-13,$180K,0.00%,-6.50%,1,0.00%,-66.70%,,,,,,,9,0,-91,102.60%,0.00%,0.50%
"San Jose, CA - Kenwood",Feb-13,$180K,0.00%,-6.50%,1,0.00%,-66.70%,1,,0.00%,,,,9,0,-91,102.60%,0.00%,0.50%
"San Jose, CA - Kenwood",May-13,$275K,,57.10%,1,,0.00%,1,,-50.00%,,,,9,,-3,114.60%,,14.10%
"San Jose, CA - Kenwood",Jun-13,$275K,0.00%,46.70%,1,0.00%,-50.00%,1,0.00%,-66.70%,,,,9,0,-5,114.60%,0.00%,13.90%
"San Jose, CA - Kenwood",Jul-13,$275K,0.00%,37.50%,1,0.00%,-66.70%,1,0.00%,0.00%,1,,,9,0,-6,114.60%,0.00%,13.40%
"San Jose, CA - Kenwood",Aug-13,$255K,-7.30%,17.20%,1,0.00%,-50.00%,1,0.00%,0.00%,1,0.00%,,5,-4,-36,134.20%,19.60%,32.60%
"San Jose, CA - Kenwood",Sep-13,$255K,0.00%,8.50%,1,0.00%,0.00%,1,0.00%,,1,0.00%,,5,0,-62,134.20%,0.00%,32.00%
"San Jose, CA - Kenwood",Oct-13,$255K,0.00%,,1,0.00%,,1,0.00%,,1,0.00%,,5,0,,134.20%,0.00%,
"San Jose, CA - Kenwood",Dec-13,$324K,,80.20%,2,,100.00%,4,,,2,,,72,,63,98.40%,,-4.20%
"San Jose, CA - Kenwood",Jan-14,$293K,-9.60%,63.00%,4,100.00%,300.00%,3,-25.00%,,1,-50.00%,,40,-32,31,100.70%,2.30%,-1.90%
"San Jose, CA - Kenwood",Feb-14,$293K,0.00%,63.00%,4,0.00%,300.00%,2,-33.30%,100.00%,2,100.00%,,40,0,31,100.70%,0.00%,-1.90%
"San Jose, CA - Kenwood",Mar-14,$250K,-14.50%,,2,-50.00%,,2,0.00%,,1,-50.00%,,25,-15,,102.90%,2.30%,
"San Jose, CA - Kenwood",Apr-14,$300K,20.00%,,2,0.00%,,4,100.00%,,2,100.00%,,20,-6,,103.20%,0.30%,
"San Jose, CA - Kenwood",May-14,$368K,22.50%,33.60%,3,50.00%,200.00%,3,-25.00%,200.00%,1,-50.00%,,16,-4,7,102.40%,-0.90%,-12.30%
"San Jose, CA - Kenwood",Jun-14,$368K,0.00%,33.60%,3,0.00%,200.00%,3,0.00%,200.00%,2,100.00%,,16,0,7,102.40%,0.00%,-12.30%
"San Jose, CA - Kenwood",Jul-14,$368K,0.00%,33.60%,1,-66.70%,0.00%,1,-66.70%,0.00%,,,,2,-14,-7,100.70%,-1.70%,-14.00%
"San Jose, CA - Kenwood",Aug-14,$295K,-19.70%,15.70%,1,0.00%,0.00%,3,200.00%,200.00%,1,,0.00%,78,76,73,98.30%,-2.30%,-35.90%
"San Jose, CA - Kenwood",Sep-14,$295K,0.00%,15.70%,1,0.00%,0.00%,2,-33.30%,100.00%,,,,78,0,73,98.30%,0.00%,-35.90%
"San Jose, CA - Kenwood",Oct-14,$318K,7.60%,24.50%,2,100.00%,100.00%,2,0.00%,100.00%,,,,49,-30,44,98.00%,-0.30%,-36.20%
"San Jose, CA - Kenwood",Nov-14,$340K,7.10%,,1,-50.00%,,1,-50.00%,,1,,,19,-30,,97.70%,-0.30%,
"San Jose, CA - Kenwood",Dec-14,$368K,8.20%,13.80%,3,200.00%,50.00%,1,0.00%,-75.00%,,,,19,0,-53,99.90%,2.20%,1.50%
"San Jose, CA - Kenwood",Jan-15,$375K,1.80%,28.00%,2,-33.30%,-50.00%,1,0.00%,-66.70%,,,,33,14,-7,101.00%,1.10%,0.30%
"San Jose, CA - Kenwood",Feb-15,$375K,0.00%,28.00%,2,0.00%,-50.00%,,,,,,,33,0,-7,101.00%,0.00%,0.30%
"San Jose, CA - Kenwood",Jun-15,$425K,,15.60%,1,,-66.70%,2,,-33.30%,,,,63,,47,111.80%,,9.50%
"San Jose, CA - Kenwood",Jul-15,$398K,-6.50%,8.20%,2,100.00%,100.00%,1,-50.00%,0.00%,1,,,67,4,65,106.10%,-5.80%,5.40%
"San Jose, CA - Kenwood",Aug-15,$398K,0.00%,34.70%,2,0.00%,100.00%,2,100.00%,-33.30%,1,0.00%,0.00%,67,0,-11,106.10%,0.00%,7.70%
"San Jose, CA - Kenwood",Sep-15,$372K,-6.40%,26.10%,3,50.00%,200.00%,3,50.00%,50.00%,,,,20,-47,-58,103.90%,-2.10%,5.60%
"San Jose, CA - Kenwood",Oct-15,$394K,5.80%,23.90%,2,-33.30%,0.00%,4,33.30%,100.00%,1,,,19,-1,-30,105.80%,1.80%,7.70%
"San Jose, CA - Kenwood",Nov-15,$408K,3.60%,19.90%,4,100.00%,300.00%,3,-25.00%,200.00%,,,,19,-1,-1,105.80%,0.10%,8.10%
"San Jose, CA - Kenwood",Dec-15,$400K,-1.80%,8.70%,3,-25.00%,0.00%,2,-33.30%,100.00%,,,,15,-4,-4,107.10%,1.20%,7.20%
"San Jose, CA - Kenwood",Jan-16,$400K,0.00%,6.80%,3,0.00%,50.00%,,,,,,,15,0,-18,107.10%,0.00%,6.10%
"San Jose, CA - Kenwood",Feb-16,$382K,-4.50%,2.00%,1,-66.70%,-50.00%,,,,,,,14,-1,-19,109.40%,2.30%,8.40%
"San Jose, CA - Kenwood",May-16,$450K,,,1,,,3,,,1,,,14,,,112.50%,,
"San Jose, CA - Kenwood",Jun-16,$450K,0.00%,5.90%,1,0.00%,0.00%,1,-66.70%,-50.00%,1,0.00%,,14,0,-49,112.50%,0.00%,0.70%
"San Jose, CA - Kenwood",Jul-16,$448K,-0.40%,12.70%,2,100.00%,0.00%,1,0.00%,0.00%,1,0.00%,0.00%,49,35,-18,106.90%,-5.60%,0.90%
"San Jose, CA - Kenwood",Aug-16,$431K,-3.90%,8.30%,2,0.00%,0.00%,1,0.00%,-50.00%,,,,63,14,-4,103.10%,-3.90%,-3.00%
"San Jose, CA - Kenwood",Sep-16,$431K,0.00%,15.70%,2,0.00%,-33.30%,,,,,,,63,0,43,103.10%,0.00%,-0.80%
"San Jose, CA - Kenwood",Oct-16,$415K,-3.60%,5.50%,1,-50.00%,-50.00%,,,,,,,42,-21,23,104.80%,1.70%,-1.00%
"San Jose, CA - Loma Linda",Jan-12,$562K,27.00%,-17.20%,2,-50.00%,100.00%,,,,,,,90,17,79,95.70%,-0.50%,-4.90%
"San Jose, CA - Loma Linda",Feb-12,$579K,3.00%,-14.70%,1,-50.00%,0.00%,,,,,,,90,0,79,96.50%,0.80%,-4.10%
"San Jose, CA - Loma Linda",Apr-12,$675K,,27.40%,1,,0.00%,3,,50.00%,,,,10,,-166,108.90%,,14.30%
"San Jose, CA - Loma Linda",May-12,$665K,-1.50%,20.40%,3,200.00%,50.00%,4,33.30%,100.00%,1,,,10,0,-87,104.10%,-4.80%,8.80%
"San Jose, CA - Loma Linda",Jun-12,$665K,0.00%,10.40%,3,0.00%,50.00%,2,-50.00%,-33.30%,,,,10,0,-12,104.10%,0.00%,6.90%
"San Jose, CA - Loma Linda",Jul-12,$664K,-0.20%,5.30%,2,-33.30%,-33.30%,3,50.00%,0.00%,,,,9,-1,-16,101.80%,-2.40%,4.30%
"San Jose, CA - Loma Linda",Aug-12,$660K,-0.50%,4.30%,2,0.00%,0.00%,5,66.70%,25.00%,,,,5,-5,-24,101.80%,0.00%,3.60%
"San Jose, CA - Loma Linda",Sep-12,$653K,-1.10%,2.80%,5,150.00%,400.00%,5,0.00%,66.70%,,,,6,2,-26,105.60%,3.80%,7.60%
"San Jose, CA - Loma Linda",Oct-12,$653K,0.00%,104.10%,5,0.00%,150.00%,3,-40.00%,50.00%,,,,6,0,-30,105.60%,0.00%,8.90%
"San Jose, CA - Loma Linda",Nov-12,$653K,0.00%,92.10%,3,-40.00%,0.00%,,,,,,,6,0,-50,108.20%,2.60%,12.10%
"San Jose, CA - Loma Linda",Jan-13,$783K,,39.20%,1,,-50.00%,1,,,,,,4,,-86,104.30%,,8.60%
"San Jose, CA - Loma Linda",Feb-13,$783K,0.00%,35.10%,1,0.00%,0.00%,1,0.00%,,,,,4,0,-86,104.30%,0.00%,7.80%
"San Jose, CA - Loma Linda",Mar-13,$783K,0.00%,,1,0.00%,,,,,,,,4,0,,104.30%,0.00%,
"San Jose, CA - Loma Linda",May-13,$835K,,25.60%,2,,-33.30%,2,,-50.00%,,,,6,,-4,109.20%,,5.00%
"San Jose, CA - Loma Linda",Jun-13,$835K,0.00%,25.60%,2,0.00%,-33.30%,2,0.00%,0.00%,,,,6,0,-4,109.20%,0.00%,5.00%
"San Jose, CA - Loma Linda",Jul-13,$835K,0.00%,25.80%,2,0.00%,0.00%,2,0.00%,-33.30%,,,,6,0,-3,109.20%,0.00%,7.40%
"San Jose, CA - Loma Linda",Aug-13,$781K,-6.50%,18.30%,2,0.00%,0.00%,3,50.00%,-40.00%,1,,,15,9,10,108.00%,-1.10%,6.20%
"San Jose, CA - Loma Linda",Sep-13,$781K,0.00%,19.50%,2,0.00%,-60.00%,3,0.00%,-40.00%,,,,15,0,9,108.00%,0.00%,2.40%
"San Jose, CA - Loma Linda",Oct-13,$750K,-3.90%,14.90%,3,50.00%,-40.00%,1,-66.70%,-66.70%,,,,21,7,15,104.30%,-3.70%,-1.30%
"San Jose, CA - Loma Linda",Nov-13,$725K,-3.30%,11.00%,1,-66.70%,-66.70%,,,,,,,42,21,36,96.80%,-7.50%,-11.40%
"San Jose, CA - Loma Linda",Dec-13,$725K,0.00%,,1,0.00%,,,,,,,,42,0,,96.80%,0.00%,
"San Jose, CA - Loma Linda",Jul-14,$925K,,10.80%,1,,-50.00%,1,,-50.00%,,,,12,,6,107.70%,,-1.50%
"San Jose, CA - Loma Linda",Aug-14,$925K,0.00%,18.50%,1,0.00%,-50.00%,1,0.00%,-66.70%,,,,12,0,-3,107.70%,0.00%,-0.30%
"San Jose, CA - Loma Linda",Sep-14,$925K,0.00%,18.50%,1,0.00%,-50.00%,1,0.00%,-66.70%,,,,12,0,-3,107.70%,0.00%,-0.30%
"San Jose, CA - Loma Linda",Oct-14,$975K,5.40%,30.00%,1,0.00%,-66.70%,1,0.00%,0.00%,,,,13,1,-8,110.90%,3.20%,6.60%
"San Jose, CA - Loma Linda",Nov-14,$975K,0.00%,34.50%,1,0.00%,0.00%,1,0.00%,,,,,13,0,-29,110.90%,0.00%,14.10%
"San Jose, CA - Loma Linda",Dec-14,$975K,0.00%,34.50%,1,0.00%,0.00%,,,,,,,13,0,-29,110.90%,0.00%,14.10%
"San Jose, CA - Loma Linda",May-15,$950K,,,1,,,1,,,,,,37,,,118.80%,,
"San Jose, CA - Loma Linda",Jun-15,$950K,0.00%,,1,0.00%,,2,100.00%,,,,,37,0,,118.80%,0.00%,
"San Jose, CA - Loma Linda",Jul-15,"$1,050K",10.50%,13.50%,2,100.00%,100.00%,1,-50.00%,0.00%,,,,23,-14,11,118.80%,0.00%,11.10%
"San Jose, CA - Loma Linda",Aug-15,"$1,150K",9.50%,24.30%,1,-50.00%,0.00%,2,100.00%,100.00%,1,,,9,-14,-3,118.80%,0.00%,11.10%
"San Jose, CA - Loma Linda",Sep-15,"$1,150K",0.00%,24.30%,1,0.00%,0.00%,2,0.00%,100.00%,,,,9,0,-3,118.80%,0.00%,11.10%
